nces_id,College Name,state,address,phone_number,website,type,awards_offered,campus_housing,student_population,student_faculty_ratio
187444,William Paterson University of New Jersey,NJ,300 Pompton Rd Wayne New Jersey 07470,(973) 720-2000,www.wpunj.edu/,4-year Public,Bachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - professional practice,Yes,9635 (7971 undergraduate),13 to 1
199272,William Peace University,NC,15 E Peace St Raleigh North Carolina 27604-1194,(919) 508-2000,www.peace.edu/,4-year Private not-for-profit,Bachelor's degree,Yes,830 (all undergraduate),12 to 1
154590,William Penn University,IA,201 Trueblood Ave Oskaloosa Iowa 52577,(641) 673-1001,www.wmpenn.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreeMaster's degree,Yes,1350 (1276 undergraduate),15 to 1
179964,William Woods University,MO,One University Avenue Fulton Missouri 65251-2388,(573) 642-2251,www.williamwoods.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreeMaster's degreeDoctor's degree - research/scholarship,Yes,2114 (882 undergraduate),10 to 1
107877,Williams Baptist University,AR,60 W Fulbright Avenue Walnut Ridge Arkansas 72476,(870) 886-6741,williamsbaptistuniversity.com/,4-year Private not-for-profit,Associate's degreeBachelor's degreeMaster's degree,Yes,618 (589 undergraduate),16 to 1
168342,Williams College,MA,880 Main St Williamstown Massachusetts 01267,(413) 597-3131,www.williams.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degree,Yes,1987 (1962 undergraduate),6 to 1
443340,Williamson Christian College,TN,274 Mallory Station Rd. Franklin Tennessee 37067,(615) 771-7821,www.williamsoncc.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreeMaster's degree,No,68 (47 undergraduate),7 to 1
206507,Wilmington College,OH,1870 Quaker Way Wilmington Ohio 45177,(800) 341-9318,www.wilmington.edu/,4-year Private not-for-profit,Bachelor's degree,Yes,1165 (all undergraduate),14 to 1
131113,Wilmington University,DE,320 Dupont Hwy New Castle Delaware 19720,(877) 967-5464,www.wilmu.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreeMaster's degreeDoctor's degree - research/scholarship,No,14769 (9421 undergraduate),12 to 1
217013,Wilson College,PA,1015 Philadelphia Ave Chambersburg Pennsylvania 17201-1285,(717) 264-4141,www.wilson.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreeMaster's degree,Yes,1535 (1041 undergraduate),12 to 1
199962,Wingate University,NC,301 E. Wilson Street Wingate North Carolina 28174-0159,(704) 233-8000,www.wingate.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,3653 (2683 undergraduate),15 to 1
175272,Winona State University,MN,175 West Mark Street Winona Minnesota 55987-5838,(507) 457-5000,www.winona.edu/,4-year Public,Less than one year certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,7106 (6391 undergraduate),17 to 1
199999,Winston-Salem State University,NC,601 Martin Luther King Jr Dr Winston-Salem North Carolina 27110-0001,(336) 750-2000,www.wssu.edu/,4-year Public,Bachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - professional practice,Yes,5169 (4689 undergraduate),16 to 1
218964,Winthrop University,SC,701 Oakland Ave Rock Hill South Carolina 29733,(803) 323-2211,www.winthrop.edu/,4-year Public,Less than one year certificateBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificate,Yes,5576 (4406 undergraduate),12 to 1
240338,Wisconsin Lutheran College,WI,8800 W Bluemound Rd Milwaukee Wisconsin 53226-4699,(414) 443-8800,www.wlc.edu/,4-year Private not-for-profit,Bachelor's degreePostbaccalaureate certificateMaster's degree,Yes,1166 (1034 undergraduate),12 to 1
206525,Wittenberg University,OH,Ward St at N Wittenberg Ave Springfield Ohio 45504,(937) 327-6231,www.wittenberg.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degree,Yes,1488 (1445 undergraduate),11 to 1
218973,Wofford College,SC,429 N Church St Spartanburg South Carolina 29303-3663,(864) 597-4000,www.wofford.edu/,4-year Private not-for-profit,Bachelor's degree,Yes,1764 (all undergraduate),12 to 1
491631,Women's Institute of Torah Seminary and College,MD,6602 Park Heights Avenue Baltimore Maryland 21215-3009,(410) 358-3144,www.wits.edu/,4-year Private not-for-profit,Bachelor's degree,No,147 (all undergraduate),10 to 1
125897,Woodbury University,CA,7500 Glenoaks Blvd Burbank California 91504-1052,(818) 767-0888,woodbury.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degree,Yes,1132 (1020 undergraduate),10 to 1
168421,Worcester Polytechnic Institute,MA,100 Institute Road Worcester Massachusetts 01609-2280,(508) 831-5000,www.wpi.edu/,4-year Private not-for-profit,Bachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarship,Yes,6920 (4892 undergraduate),13 to 1
168430,Worcester State University,MA,486 Chandler St Worcester Massachusetts 01602-2597,(508) 929-8000,www.worcester.edu/,4-year Public,Bachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificate,Yes,5724 (4958 undergraduate),16 to 1
401223,World Mission University,CA,500 Shatto Pl Ste 600 Los Angeles California 90020,(213) 388-1000,www.wmu.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreeMaster's degreeDoctor's degree,No,370 (178 undergraduate),7 to 1
206613,Wright State University-Lake Campus,OH,7600 Lake Campus Drive Celina Ohio 45822-2952,(419) 586-0300,lake.wright.edu/,4-year Public,Less than one year certificateAssociate's degreeBachelor's degree,Yes,1749 (1739 undergraduate),16 to 1
206604,Wright State University-Main Campus,OH,3640 Colonel Glenn Highway Dayton Ohio 45435-0001,(937) 775-1000,www.wright.edu/,4-year Public,Less than one year certificateOne but less than two years certificateBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practiceDoctor's degree - other,Yes,10936 (8332 undergraduate),14 to 1
206622,Xavier University,OH,3800 Victory Parkway Cincinnati Ohio 45207-1092,(513) 745-3000,www.xavier.edu/,4-year Private not-for-profit,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - professional practice,Yes,7061 (5272 undergraduate),11 to 1
160904,Xavier University of Louisiana,LA,1 Drexel Drive New Orleans Louisiana 70125-1098,(504) 486-7411,www.xula.edu/,4-year Private not-for-profit,Less than one year certificateBachelor's degreeMaster's degreeDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,3383 (2517 undergraduate),13 to 1
237109,Yakima Valley College,WA,South 16th Ave. & Nob Hill Blvd. Yakima Washington 98907-2520,(509) 574-4600,www.yvcc.edu/,4-year primarily associate's Public,One but less than two years certificateAssociate's degreeBachelor's degree,Yes,3954 (all undergraduate),19 to 1
130794,Yale University,CT,Woodbridge Hall New Haven Connecticut 06520,(203) 432-4771,www.yale.edu/,4-year Private not-for-profit,Bachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practiceDoctor's degree - other,Yes,12060 (4703 undergraduate),4 to 1
180717,Yellowstone Christian College,MT,1515 S. Shiloh Road Billings Montana 59106-3303,(406) 656-9950,yellowstonechristian.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degree,Yes,57 (all undergraduate),6 to 1
490319,Yeshiva Bais Aharon,NJ,905 Park Avenue Lakewood New Jersey 08701-2053,(732) 364-7604,www.yeshivabaisaharon.com/,4-year Private not-for-profit,Bachelor's degree,Yes,24 (all undergraduate),5 to 1
491622,Yeshiva Chemdas Hatorah,NJ,950 Massachusetts Avenue Lakewood New Jersey 08701-4618,(732) 364-3949,www.yeshivachemdashatorah.com/,4-year primarily associate's Private not-for-profit,Associate's degreeBachelor's degree,Yes,74 (all undergraduate),12 to 1
434937,Yeshiva College of the Nations Capital,MD,1216 Arcola Ave Silver  Spring Maryland 20902,(301) 649-7077 x1532,ycnc.org/,4-year Private not-for-profit,Bachelor's degree,Yes,31 (all undergraduate),4 to 1
197647,Yeshiva Derech Chaim,NY,1573 39th Street Brooklyn New York 11218-0000,(718) 438-5476,ydc.edu/,4-year Private not-for-profit,Bachelor's degreeDoctor's degree - research/scholarship,Yes,127 (91 undergraduate),10 to 1
420325,Yeshiva D'monsey Rabbinical College,NY,2 Roman Blvd Monsey New York 10952,(845) 352-5852,yeshivadmonsey.com/,4-year Private not-for-profit,Associate's degreeBachelor's degree,Yes,71 (all undergraduate),14 to 1
493716,Yeshiva Gedola Tiferes Yaakov Yitzchok,NJ,65 Cross Street Lakewood New Jersey 08701-5502,(732) 901-6703,yeshivatyy.com/,4-year primarily associate's Private not-for-profit,Associate's degreeBachelor's degree,Yes,71 (all undergraduate),9 to 1
491914,Yeshiva Gedola Tiferes Yerachmiel,NJ,911 Somerset Avenue Lakewood New Jersey 08701-0000,(732) 676-1790,yeshivagedolatiferesyerachmiel.com/,4-year primarily associate's Private not-for-profit,Associate's degreeBachelor's degree,Yes,154 (all undergraduate),19 to 1
375230,Yeshiva Gedolah Imrei Yosef D'spinka,NY,1466 56th St Brooklyn New York 11219,(718) 851-8721,spinka58st.com/,4-year Private not-for-profit,Bachelor's degree,No,187 (all undergraduate),23 to 1
491640,Yeshiva Gedolah Keren Hatorah,NJ,1083 Brook Road Lakewood New Jersey 08701-1239,(732) 942-1811,yeshivagedolahkerenhatorah.com/,4-year primarily associate's Private not-for-profit,Associate's degreeBachelor's degree,Yes,156 (all undergraduate),22 to 1
481410,Yeshiva Gedolah Kesser Torah,NY,50 Cedar Lane Monsey New York 10952-2127,(845) 406-4308,yeshivagedolahkessertorah.com/,4-year Private not-for-profit,Bachelor's degree,Yes,85 (all undergraduate),17 to 1
491710,Yeshiva Gedolah of Cliffwood,NJ,200 Center Street Keyport New Jersey 07735-5105,(732) 765-9126,yeshivagedolahcliffwood.com/,4-year Private not-for-profit,Bachelor's degree,Yes,111 (all undergraduate),28 to 1
247773,Yeshiva Gedolah of Greater Detroit,MI,24600 Greenfield Rd Oak Park Michigan 48237,(248) 968-3360,www.yeshivagedolahgreaterdetroit.com/,4-year Private not-for-profit,Bachelor's degreeMaster's degreeDoctor's degree - research/scholarship,Yes,55 (50 undergraduate),9 to 1
493707,Yeshiva Gedolah of Woodlake Village,NJ,199 Joe Parker Road Lakewood New Jersey 08701-0000,(732) 730-2808,yeshivaohrzechariah.com/,4-year primarily associate's Private not-for-profit,Associate's degreeBachelor's degree,Yes,81 (all undergraduate),27 to 1
488350,Yeshiva Gedolah Shaarei Shmuel,NJ,511 Ocean Avenue Lakewood New Jersey 08701-3623,(732) 363-2164,yeshivagedolahshaareishmuel.com/,4-year Private not-for-profit,Associate's degreeBachelor's degree,Yes,77 (all undergraduate),26 to 1
491613,Yeshiva Gedolah Tiferes Boruch,NJ,21 Rockview Avenue North Plainfield New Jersey 07060-0000,(908) 753-2600,yeshivagedolahtiferesboruch.com/,4-year Private not-for-profit,Bachelor's degree,Yes,76 (all undergraduate),19 to 1
476692,Yeshiva Gedolah Zichron Leyma,NJ,2035 Vauxhall Road Union New Jersey 07083-3618,(908) 587-0502,www.yzlalumni.org/,4-year Private not-for-profit,Bachelor's degree,Yes,34 (all undergraduate),9 to 1
197601,Yeshiva Karlin Stolin,NY,1818 54th St Brooklyn New York 11204-1545,(718) 232-7800,yeshivakarlinstolin.org/,4-year Private not-for-profit,Bachelor's degree,Yes,132 (all undergraduate),12 to 1
491057,Yeshiva Kollel Tifereth Elizer,NY,1227 47th Street Brooklyn New York 11219,(929) 222-8090,www.yeshivakolleltiferethelizer.com/,4-year Private not-for-profit,Bachelor's degree,Yes,171 (all undergraduate),19 to 1
190752,Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,NY,802 Hicksville Rd Far Rockaway New York 11691-5219,(718) 327-7600,www.yofr.org/,4-year Private not-for-profit,Bachelor's degree,Yes,43 (all undergraduate),7 to 1
455257,Yeshiva of Machzikai Hadas,NY,1321 43rd St Brooklyn New York 11219-1408,(718) 853-2442,yeshivaofmachzikaihadas.com/,4-year Private not-for-profit,Bachelor's degree,No,457 (all undergraduate),27 to 1
197674,Yeshiva of Nitra Rabbinical College,NY,Croton Lake Road Mount Kisco New York 10549,(718) 384-5460 x204,yeshivaofnitra.org/,4-year Private not-for-profit,Bachelor's degreePostbaccalaureate certificate,Yes,197 (172 undergraduate),12 to 1
493594,Yeshiva of Ocean,NY,7120 Highway 52 Greenfield Park New York 12435-5308,(845) 647-2607,yeshivaofocean.com/,4-year primarily associate's Private not-for-profit,Associate's degreeBachelor's degree,Yes,33 (all undergraduate),17 to 1
431983,Yeshiva of the Telshe Alumni,NY,4904 Independence Ave Riverdale New York 10471-2897,(718) 601-3523,yeshivatelshealumni.com/,4-year Private not-for-profit,Bachelor's degree,Yes,75 (all undergraduate),15 to 1
126076,Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,CA,7215 Waring Ave Los Angeles California 90046-7660,(323) 937-3763,www.yoec.edu/,4-year Private not-for-profit,Bachelor's degree,Yes,135 (all undergraduate),14 to 1
490504,Yeshiva Ohr Naftoli,NY,701 Blooming Grove Turnpike New Windsor New York 12553-8006,(845) 784-4020,www.yeshivaohrnaftoli.com/,4-year primarily associate's Private not-for-profit,Associate's degreeBachelor's degree,Yes,37 (all undergraduate),12 to 1
486017,Yeshiva Ohr Yisrael,NY,2899 Nostrand Avenue Brooklyn New York 11229,(718) 382-8702,ohryisroel.org/,4-year Private not-for-profit,Bachelor's degree,Yes,36 (all undergraduate),6 to 1
490276,Yeshiva Shaar Ephraim,NY,178 Maple Avenue Monsey New York 10952-2732,(845) 426-3116,shaarephraim.org/,4-year primarily associate's Private not-for-profit,Associate's degreeBachelor's degree,Yes,83 (all undergraduate),7 to 1
197692,Yeshiva Shaar Hatorah,NY,117-06 84 Ave Kew Gardens New York 11418,(718) 846-1940 x110,shaarhatorah.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degree,Yes,106 (88 undergraduate),12 to 1
441609,Yeshiva Shaarei Torah of Rockland,NY,91 W Carlton Rd Suffern New York 10901-4003,(845) 352-3431 x0,www.yst.edu/,4-year Private not-for-profit,Bachelor's degree,Yes,90 (all undergraduate),8 to 1
486026,Yeshiva Sholom Shachna,NY,401 Elmwood Avenue Brooklyn New York 11230,(718) 253-1664,yeshivasholomshachna.com/,4-year Private not-for-profit,Bachelor's degree,Yes,106 (all undergraduate),18 to 1
